filepath,ACCESS,FOLDER,DOCUMENT NAME,cFilePath
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\rtl-chevron_white.png,U:nd.automated-drone_4|VESA,DRONEFOLDER_4,doc_4_6_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\rtl-chevron_white.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\folderIcon_mockup-sizes_yel.png,U:nd.automated-drone_4|VESA,DRONEFOLDER_4,doc_4_7_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\folderIcon_mockup-sizes_yel.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330086861_Upload to Cabinet.pdf,U:nd.automated-drone_4|VESA,DRONEFOLDER_4,doc_4_8_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330086861_Upload to Cabinet.pdf
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330093780_Upload to Cabinet.pdf,U:nd.automated-drone_4|VESA,DRONEFOLDER_4,doc_4_9_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330093780_Upload to Cabinet.pdf
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\checkedOutSelf-small.png,U:nd.automated-drone_5|VESA,DRONEFOLDER_5,doc_5_0_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\checkedOutSelf-small.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\iPad_login-02a_wip.png,U:nd.automated-drone_5|VESA,DRONEFOLDER_5,doc_5_1_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\iPad_login-02a_wip.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\temp.png,U:nd.automated-drone_5|VESA,DRONEFOLDER_5,doc_5_2_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\temp.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\icon_listview_hover.png,U:nd.automated-drone_5|VESA,DRONEFOLDER_5,doc_5_3_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\icon_listview_hover.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\login_mockup_1c.png,U:nd.automated-drone_5|VESA,DRONEFOLDER_5,doc_5_4_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\login_mockup_1c.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\icoset.png,U:nd.automated-drone_5|VESA,DRONEFOLDER_5,doc_5_5_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\icoset.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330086861_Upload to Cabinet.pdf,U:nd.automated-drone_5|VESA,DRONEFOLDER_5,doc_5_6_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330086861_Upload to Cabinet.pdf
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\checkedOut.png,U:nd.automated-drone_5|VESA,DRONEFOLDER_5,doc_5_7_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\checkedOut.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\access_list-information.png,U:nd.automated-drone_5|VESA,DRONEFOLDER_5,doc_5_8_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\access_list-information.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\arrow_hover.png,U:nd.automated-drone_5|VESA,DRONEFOLDER_5,doc_5_9_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\arrow_hover.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330508695_Upload to Cabinet.log,U:nd.automated-drone_6|VESA,DRONEFOLDER_6,doc_6_0_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330508695_Upload to Cabinet.log
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330546047_Upload to Cabinet.pdf,U:nd.automated-drone_6|VESA,DRONEFOLDER_6,doc_6_1_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330546047_Upload to Cabinet.pdf
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330093780_Upload to Cabinet.pdf,U:nd.automated-drone_6|VESA,DRONEFOLDER_6,doc_6_2_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330093780_Upload to Cabinet.pdf
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\icon-small-50.png,U:nd.automated-drone_6|VESA,DRONEFOLDER_6,doc_6_3_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\icon-small-50.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\access_list-information.png,U:nd.automated-drone_6|VESA,DRONEFOLDER_6,doc_6_4_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\access_list-information.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\delX_light.png,U:nd.automated-drone_6|VESA,DRONEFOLDER_6,doc_6_5_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\delX_light.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\navPaneVertNavigation.png,U:nd.automated-drone_6|VESA,DRONEFOLDER_6,doc_6_6_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\navPaneVertNavigation.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\netdocs_login.png,U:nd.automated-drone_6|VESA,DRONEFOLDER_6,doc_6_7_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\netdocs_login.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\switchWorkspace_2a.png,U:nd.automated-drone_6|VESA,DRONEFOLDER_6,doc_6_8_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\switchWorkspace_2a.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\picPlus_large.png,U:nd.automated-drone_6|VESA,DRONEFOLDER_6,doc_6_9_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\picPlus_large.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\switchFolder_2a.png,U:nd.automated-drone_7|VESA,DRONEFOLDER_7,doc_7_0_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\switchFolder_2a.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\barShadow.png,U:nd.automated-drone_7|VESA,DRONEFOLDER_7,doc_7_1_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\barShadow.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330086861_Upload to Cabinet.log,U:nd.automated-drone_7|VESA,DRONEFOLDER_7,doc_7_2_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330086861_Upload to Cabinet.log
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\extraSpace.png,U:nd.automated-drone_7|VESA,DRONEFOLDER_7,doc_7_3_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\extraSpace.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\detailsButtons copy.png,U:nd.automated-drone_7|VESA,DRONEFOLDER_7,doc_7_4_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\detailsButtons copy.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\icoset.png,U:nd.automated-drone_7|VESA,DRONEFOLDER_7,doc_7_5_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\icoset.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\switchWorkSpaces_20x20_3.png,U:nd.automated-drone_7|VESA,DRONEFOLDER_7,doc_7_6_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\switchWorkSpaces_20x20_3.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\movecopy_02.png,U:nd.automated-drone_7|VESA,DRONEFOLDER_7,doc_7_7_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\movecopy_02.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\switchFolder_New.png,U:nd.automated-drone_7|VESA,DRONEFOLDER_7,doc_7_8_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\switchFolder_New.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\access_list-information.png,U:nd.automated-drone_7|VESA,DRONEFOLDER_7,doc_7_9_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\access_list-information.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\switchWorkspace_2a.png,U:nd.automated-drone_8|VESA,DRONEFOLDER_8,doc_8_0_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\switchWorkspace_2a.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\folderIcon_mockup copy.png,U:nd.automated-drone_8|VESA,DRONEFOLDER_8,doc_8_1_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\folderIcon_mockup copy.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\rtl-chevron_white.png,U:nd.automated-drone_8|VESA,DRONEFOLDER_8,doc_8_2_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\rtl-chevron_white.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330094177_Upload to Cabinet.log,U:nd.automated-drone_8|VESA,DRONEFOLDER_8,doc_8_3_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330094177_Upload to Cabinet.log
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\ssMan_dark.png,U:nd.automated-drone_8|VESA,DRONEFOLDER_8,doc_8_4_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\ssMan_dark.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\temp2.png,U:nd.automated-drone_8|VESA,DRONEFOLDER_8,doc_8_5_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\temp2.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\detailsPane_arrow.png,U:nd.automated-drone_8|VESA,DRONEFOLDER_8,doc_8_6_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\detailsPane_arrow.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330539815_Upload to Cabinet.pdf,U:nd.automated-drone_8|VESA,DRONEFOLDER_8,doc_8_7_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330539815_Upload to Cabinet.pdf
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330097877_Upload to Cabinet.log,U:nd.automated-drone_8|VESA,DRONEFOLDER_8,doc_8_8_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330097877_Upload to Cabinet.log
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\access_list-information.png,U:nd.automated-drone_8|VESA,DRONEFOLDER_8,doc_8_9_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\access_list-information.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\nd_logo-pin_to_homepage.png,U:nd.automated-drone_9|VESA,DRONEFOLDER_9,doc_9_0_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\nd_logo-pin_to_homepage.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\ipad_login-01a_portrait.png,U:nd.automated-drone_9|VESA,DRONEFOLDER_9,doc_9_1_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\ipad_login-01a_portrait.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330508695_Upload to Cabinet.log,U:nd.automated-drone_9|VESA,DRONEFOLDER_9,doc_9_2_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330508695_Upload to Cabinet.log
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330086974_Upload to Cabinet.pdf,U:nd.automated-drone_9|VESA,DRONEFOLDER_9,doc_9_3_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\Automated\Tests\logs\1330086974_Upload to Cabinet.pdf
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\delX_blue.png,U:nd.automated-drone_9|VESA,DRONEFOLDER_9,doc_9_4_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\delX_blue.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\nonAdminMenu_mockup.png,U:nd.automated-drone_9|VESA,DRONEFOLDER_9,doc_9_5_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\nonAdminMenu_mockup.png
C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\headerImage.png,U:nd.automated-drone_9|VESA,DRONEFOLDER_9,doc_9_6_1330709380,C:\Users\bvandemerwe.NV\Documents\My Dropbox\NetDocuments\headerImage.png
